0	2454953.538	1.00014
0	2454953.559	1.000083
0	2454953.579	0.999972
0	2454953.6	1.000087
0	2454953.62	1.000077
0	2454953.641	1.000028
0	2454953.661	1.00005
0	2454953.681	1.000075
0	2454953.702	0.999807
0	2454953.722	1.000111
0	2454953.743	0.999986
0	2454953.763	0.999988
0	2454953.784	1.000296
0	2454953.804	1.000008
0	2454953.824	0.999898
0	2454953.845	0.999931
0	2454953.865	0.999759
0	2454953.886	0.999939
0	2454953.906	1.000012
0	2454953.927	0.999934
0	2454953.947	0.999995
0	2454953.967	0.999997
0	2454953.988	1.000008
0	2454954.008	0.999867
0	2454954.029	1.000015
0	2454954.049	0.999948
0	2454954.07	0.999928
0	2454954.09	0.999912
0	2454954.111	0.999945
0	2454954.131	0.999967
0	2454954.151	0.9998
0	2454954.172	1.000056
0	2454954.192	0.999847
0	2454954.213	0.999907
0	2454954.233	0.999906
0	2454954.254	0.999988
0	2454954.274	0.99993
0	2454954.294	0.999855
0	2454954.315	1.000103
0	2454954.335	1.000048
0	2454954.356	0.999982
0	2454954.376	0.999997
0	2454954.397	1.000061
0	2454954.417	1.000159
0	2454954.437	0.999958
0	2454954.458	1.000139
0	2454954.478	1.000011
0	2454954.499	0.999948
0	2454954.519	0.999925
0	2454954.54	0.999928
0	2454954.56	1.000236
0	2454954.581	0.999956
0	2454954.601	1.000058
0	2454954.621	1.000075
0	2454954.642	0.999901
0	2454954.662	1.000023
0	2454954.683	0.999984
0	2454954.703	0.999887
0	2454954.724	0.999959
0	2454954.744	1.000002
0	2454954.764	1.00011
0	2454954.785	0.999899
0	2454954.805	0.999878
0	2454954.826	0.999941
0	2454954.846	0.999958
0	2454954.867	1.000001
0	2454954.887	0.99993
0	2454954.907	1.000035
0	2454954.928	0.999997
0	2454954.948	1.000103
0	2454954.969	0.999871
0	2454954.989	0.999961
0	2454955.01	1.000092
0	2454955.03	1.000066
0	2454955.051	1.000196
0	2454955.071	0.999835
0	2454955.091	0.999718
0	2454955.112	1.000013
0	2454955.132	0.999967
0	2454955.153	0.999929
0	2454955.173	0.999949
0	2454955.194	0.999988
0	2454955.214	1.000262
0	2454955.234	0.999882
0	2454955.255	1.000014
0	2454955.275	1.000013
0	2454955.296	0.999815
0	2454955.316	1.000007
0	2454955.337	0.9999
0	2454955.357	0.999878
0	2454955.377	0.999991
0	2454955.398	1.000011
0	2454955.418	0.999841
0	2454955.439	0.999993
0	2454955.459	1.000049
0	2454955.48	1.000107
0	2454955.5	0.999961
0	2454955.521	0.999921
0	2454955.541	0.999908
0	2454955.561	0.999951
0	2454955.582	0.999987
0	2454955.602	0.999814
0	2454955.623	1.000057
0	2454955.643	1.000175
0	2454955.664	1.000049
0	2454955.684	0.999929
0	2454955.704	0.999937
0	2454955.725	1.000149
0	2454955.745	0.999969
0	2454955.766	1.000015
0	2454955.786	0.99993
0	2454955.807	1.000051
0	2454955.827	0.99994
0	2454955.847	0.999993
0	2454955.868	0.99992
0	2454955.888	1.000044
0	2454955.909	0.999924
0	2454955.929	0.999842
0	2454955.95	0.999851
0	2454955.97	1.000016
0	2454955.991	1.000033
